matches	category	city	state	title	url
0	Hardware	Brest	Finistere	Responsable Offres et Produits Systèmes Mécatroniques et Mécaniques Marine (F/H)	https://careers.thalesgroup.com/global/en/job/R0325928/Responsable-Offres-et-Produits-Systèmes-Mécatroniques-et-Mécaniques-Marine-F-H
0	Bid and Project Management	Gennevilliers	Hauts-de-Seine	Graduate Programme -  Responsable Offres France & Export F/H	https://careers.thalesgroup.com/global/en/job/R0323995/Graduate-Programme-Responsable-Offres-France-Export-F-H
0	Customer Service	Toulouse	Haute-Garonne	Consultant Cloud / FinOps	https://careers.thalesgroup.com/global/en/job/R0319777/Consultant-Cloud-FinOps
0	Hardware	Palaiseau	Essonne	Ingénieur de recherche en analyse de défaillance et test électrique (H/F)	https://careers.thalesgroup.com/global/en/job/R0312384/Ingénieur-de-recherche-en-analyse-de-défaillance-et-test-électrique-H-F
0	Engineering and Technical Management	Vélizy-Villacoublay	Yvelines	Ingénieur IVVQM (Intégration, Vérification, Validation, Qualification Manager)	https://careers.thalesgroup.com/global/en/job/R0325964/Ingénieur-IVVQM-Intégration-Vérification-Validation-Qualification-Manager
0	Other	Fleury-les-Aubrais	Loiret	REFERENT DOUANE H/F	https://careers.thalesgroup.com/global/en/job/R0316223/REFERENT-DOUANE-H-F
0	Hardware	Gennevilliers	Hauts-de-Seine	Leader Technique Electronique - F/H	https://careers.thalesgroup.com/global/en/job/R0311361/Leader-Technique-Electronique-F-H
0	Industry	Châtellerault	Vienne	Responsable de Lots d'Industrialisation (F/H)	https://careers.thalesgroup.com/global/en/job/R0325027/Responsable-de-Lots-d-Industrialisation-F-H
0	Customer Service	Vélizy-Villacoublay	Yvelines	Senior Consultant Transformation Agile H/F	https://careers.thalesgroup.com/global/en/job/R0302909/Senior-Consultant-Transformation-Agile-H-F
0	Engineering and Technical Management	Bordeaux	Gironde	Expatriation Chine - Senior Technical Leader Navigation Sensors F/H	https://careers.thalesgroup.com/global/en/job/R0324168/Expatriation-Chine-Senior-Technical-Leader-Navigation-Sensors-F-H
0	Software	Valbonne	Alpes-Maritimes	Ingénieur Cloud-DevOps (H/F)	https://careers.thalesgroup.com/global/en/job/R0319266/Ingénieur-Cloud-DevOps-H-F
0	Customer Service	Toulouse	Haute-Garonne	Senior Consultant Transformation IT H/F	https://careers.thalesgroup.com/global/en/job/R0316039/Senior-Consultant-Transformation-IT-H-F
0	Customer Service	Lyon 6e Arrondissement	Rhone	Senior Consultant Transformation Digitale H/F	https://careers.thalesgroup.com/global/en/job/R0302905/Senior-Consultant-Transformation-Digitale-H-F
0	Hardware	Brest	Finistere	Ingénieur Développement Mécanique Marine (F/H)	https://careers.thalesgroup.com/global/en/job/R0328444/Ingénieur-Développement-Mécanique-Marine-F-H
0	Strategy, Marketing, Sales	La Ciotat	Bouches-du-Rhone	Responsable Marketing Segment IoT (H/F)	https://careers.thalesgroup.com/global/en/job/R0320935/Responsable-Marketing-Segment-IoT-H-F
0	System	Vélizy-Villacoublay	Yvelines	Ingénieur(e) Système (H/F)	https://careers.thalesgroup.com/global/en/job/R0325459/Ingénieur-e-Système-H-F
0	Hardware	Bordeaux	Gironde	Concepteur électronique numérique (F/H)	https://careers.thalesgroup.com/global/en/job/R0315277/Concepteur-électronique-numérique-F-H
0	Engineering and Technical Management	Rungis	Val-de-Marne	Head of Engineering Value & Solution Strategy F/H	https://careers.thalesgroup.com/global/en/job/R0327826/Head-of-Engineering-Value-Solution-Strategy-F-H
0	Finance	Vélizy-Villacoublay	Yvelines	Comptable Client F/H	https://careers.thalesgroup.com/global/en/job/R0327326/Comptable-Client-F-H
0	Hardware	Élancourt	Yvelines	Responsable du service Cœurs Numériques - F/H	https://careers.thalesgroup.com/global/en/job/R0327450/Responsable-du-service-Cœurs-Numériques-F-H
0	System	Toulouse	Haute-Garonne	Architecte E2E System BIDs & Avant projets Observation de la Terre (F/H)	https://careers.thalesgroup.com/global/en/job/R0294380/Architecte-E2E-System-BIDs-Avant-projets-Observation-de-la-Terre-F-H
0	Software	Brest	Finistere	Ingénieur Développement Logiciel - Guerre Electronique (F/H)	https://careers.thalesgroup.com/global/en/job/R0326275/Ingénieur-Développement-Logiciel-Guerre-Electronique-F-H
0	Customer Service	Élancourt	Yvelines	Administrateur Messagerie Collaboratif (H/F)	https://careers.thalesgroup.com/global/en/job/R0320820/Administrateur-Messagerie-Collaboratif-H-F
0	System	Vélizy-Villacoublay	Yvelines	Architecte système F/H	https://careers.thalesgroup.com/global/en/job/R0327369/Architecte-système-F-H
0	Procurement	Cannes	Alpes-Maritimes	Execution Performance Manager (DC Harnais) - F/H	https://careers.thalesgroup.com/global/en/job/R0313024/Execution-Performance-Manager-DC-Harnais-F-H
0	Hardware	Brest	Finistere	Ingénieur Intégration Validation Vérification en Electronique de Puissance (IVV) F/H	https://careers.thalesgroup.com/global/en/job/R0327831/Ingénieur-Intégration-Validation-Vérification-en-Electronique-de-Puissance-IVV-F-H
0	Hardware	Brest	Finistere	Manager service électronique (F/H)	https://careers.thalesgroup.com/global/en/job/R0317588/Manager-service-électronique-F-H
0	System	Vélizy-Villacoublay	Yvelines	Product Design Authority - enfouisseur F /H	https://careers.thalesgroup.com/global/en/job/R0305164/Product-Design-Authority-enfouisseur-F-H
0	Industry	Rouen	Seine-Maritime	Technicien production mécanique APRU MFR	https://careers.thalesgroup.com/global/en/job/R0322736/Technicien-production-mécanique-APRU-MFR
0	Software	Paris 9e Arrondissement		[S3NS] Finops Engineer GCP (H/F)	https://careers.thalesgroup.com/global/en/job/R0303656/-S3NS-Finops-Engineer-GCP-H-F
0	System	Élancourt	Yvelines	Ingénieur Système Radar H/F	https://careers.thalesgroup.com/global/en/job/R0325832/Ingénieur-Système-Radar-H-F
0	System	Élancourt	Yvelines	Architecte Radar H/F	https://careers.thalesgroup.com/global/en/job/R0316316/Architecte-Radar-H-F
0	Industry	La Ferté-Saint-Aubin	Loiret	Responsable Industrialisation  - F/H	https://careers.thalesgroup.com/global/en/job/R0320666/Responsable-Industrialisation-F-H
0	Industry	Rouen	Seine-Maritime	Responsable équipe Support produit F/H	https://careers.thalesgroup.com/global/en/job/R0320453/Responsable-équipe-Support-produit-F-H
